OG	geneID	spc
OG0000002	614881	Hbta
OG0000002	221613	Hsap
OG0000002	317772	Hsap
OG0000002	55766	Hsap
OG0000002	723790	Hsap
OG0000002	8337	Hsap
OG0000002	8338	Hsap
OG0000002	8335	Hsap
OG0000002	3012	Hsap
OG0000002	8330	Hsap
OG0000002	8336	Hsap
OG0000002	8332	Hsap
OG0000002	8969	Hsap
OG0000002	8329	Hsap
OG0000002	8331	Hsap
OG0000002	85235	Hsap
OG0000002	3013	Hsap
OG0000002	8334	Hsap
OG0000002	92815	Hsap
OG0000002	100153329	Sscr
OG0000002	100154181	Sscr
OG0000002	100625850	Sscr
OG0000002	106510170	Sscr
OG0000002	110261483	Sscr
OG0000002	100155734	Sscr
OG0000002	100158121	Sscr
OG0000002	110261665	Sscr
OG0000002	100154071	Sscr
OG0000002	100154508	Sscr
OG0000002	110261666	Sscr
OG0000002	110261668	Sscr
OG0000002	100622387	Sscr
OG0000002	100157763	Sscr
OG0000002	110261482	Sscr
OG0000002	100621538	Sscr
OG0000003	102401017	Bbub
OG0000003	102414136	Bbub
OG0000003	102402179	Bbub
OG0000003	102399019	Bbub
OG0000003	102406199	Bbub
OG0000003	112587898	Bbub
OG0000003	102411789	Bbub
OG0000003	102414060	Bbub
OG0000003	102400013	Bbub
OG0000003	102410667	Bbub
OG0000003	102413645	Bbub
OG0000003	102416610	Bbub
OG0000003	102190909	Chir
OG0000003	102171353	Chir
OG0000003	108634231	Chir
OG0000003	102182848	Chir
OG0000003	102189503	Chir
OG0000003	102185882	Chir
OG0000003	102173247	Chir
OG0000003	102180554	Chir
OG0000003	106503499	Chir
OG0000003	108633408	Chir
OG0000003	108633412	Chir
OG0000003	102178319	Chir
OG0000003	102178257	Chir
OG0000003	113877969	Hbin
OG0000003	113904151	Hbin
OG0000003	113894490	Hbin
OG0000003	113895726	Hbin
OG0000003	113906459	Hbin
OG0000003	113881951	Hbin
OG0000003	113882947	Hbin
OG0000003	113887693	Hbin
OG0000003	113881672	Hbin
OG0000003	113881671	Hbin
OG0000003	113881668	Hbin
OG0000003	113881670	Hbin
OG0000003	113881669	Hbin
OG0000003	113896535	Hbin
OG0000003	617051	Hbta
OG0000003	512741	Hbta
OG0000003	781224	Hbta
OG0000003	100297725	Hbta
OG0000003	326601	Hbta
OG0000003	517139	Hbta
OG0000003	112445451	Hbta
OG0000003	112445452	Hbta
OG0000003	504599	Hbta
OG0000003	531990	Hbta
OG0000003	788077	Hbta
OG0000003	616819	Hbta
OG0000003	616800	Hbta
OG0000003	107131750	Hbta
OG0000003	788250	Hbta
OG0000003	518318	Hbta
OG0000003	3021	Hsap
OG0000003	440093	Hsap
OG0000003	340096	Hsap
OG0000003	391769	Hsap
OG0000003	3020	Hsap
OG0000003	8356	Hsap
OG0000003	8351	Hsap
OG0000003	8355	Hsap
OG0000003	8358	Hsap
OG0000003	8968	Hsap
OG0000003	8357	Hsap
OG0000003	8352	Hsap
OG0000003	8353	Hsap
OG0000003	8354	Hsap
OG0000003	8350	Hsap
OG0000003	126961	Hsap
OG0000003	333932	Hsap
OG0000003	440686	Hsap
OG0000003	653604	Hsap
OG0000003	8290	Hsap
OG0000003	100521680	Sscr
OG0000003	396970	Sscr
OG0000003	100156741	Sscr
OG0000003	102161782	Sscr
OG0000003	100154511	Sscr
OG0000003	106504121	Sscr
OG0000003	110261664	Sscr
OG0000003	110261735	Sscr
OG0000004	102399314	Bbub
OG0000004	102396440	Bbub
OG0000004	102396745	Bbub
OG0000004	102398028	Bbub
OG0000004	102398664	Bbub
OG0000004	102398987	Bbub
OG0000004	102411701	Bbub
OG0000004	102393907	Bbub
OG0000004	102394240	Bbub
OG0000004	102397384	Bbub
OG0000004	102407446	Bbub
OG0000004	112585135	Bbub
OG0000004	112585247	Bbub
OG0000004	102411360	Bbub
OG0000004	102171823	Chir
OG0000004	102178473	Chir
OG0000004	102178197	Chir
OG0000004	102177081	Chir
OG0000004	102173024	Chir
OG0000004	102172744	Chir
OG0000004	102180145	Chir
OG0000004	102179033	Chir
OG0000004	102179309	Chir
OG0000004	108637741	Chir
OG0000004	108637742	Chir
OG0000004	108637743	Chir
OG0000004	108637744	Chir
OG0000004	102180693	Chir
OG0000004	108637745	Chir
OG0000004	102177360	Chir
OG0000004	102179871	Chir
OG0000004	102178164	Chir
OG0000004	102179585	Chir
OG0000004	102180412	Chir
OG0000004	113906224	Hbin
OG0000004	113906232	Hbin
OG0000004	113906231	Hbin
OG0000004	113906226	Hbin
OG0000004	113906182	Hbin
OG0000004	113906225	Hbin
OG0000004	113906236	Hbin
OG0000004	113906234	Hbin
OG0000004	113906235	Hbin
OG0000004	113888648	Hbin
OG0000004	113888650	Hbin
OG0000004	113888651	Hbin
OG0000004	113888652	Hbin
OG0000004	113888653	Hbin
OG0000004	113906229	Hbin
OG0000004	113906227	Hbin
OG0000004	113886071	Hbin
OG0000004	113886079	Hbin
OG0000004	113886083	Hbin
OG0000004	113906237	Hbin
OG0000004	529969	Hbta
OG0000004	517884	Hbta
OG0000004	525101	Hbta
OG0000004	520023	Hbta
OG0000004	100336425	Hbta
OG0000004	530538	Hbta
OG0000004	528132	Hbta
OG0000004	530668	Hbta
OG0000004	617709	Hbta
OG0000004	789126	Hbta
OG0000004	789138	Hbta
OG0000004	107133242	Hbta
OG0000004	100336475	Hbta
OG0000004	530556	Hbta
OG0000004	112445657	Hbta
OG0000004	100299783	Hbta
OG0000004	100517101	Sscr
OG0000004	100517659	Sscr
OG0000004	100624852	Sscr
OG0000004	100625127	Sscr
OG0000004	100737926	Sscr
OG0000004	100737973	Sscr
OG0000004	100516915	Sscr
OG0000004	100517830	Sscr
OG0000004	100737881	Sscr
OG0000005	102389690	Bbub
OG0000005	102416019	Bbub
OG0000005	102390659	Bbub
OG0000005	102390989	Bbub
OG0000005	112582060	Bbub
OG0000005	102407141	Bbub
OG0000005	112582087	Bbub
OG0000005	102409970	Bbub
OG0000005	102415691	Bbub
OG0000005	102399483	Bbub
OG0000005	112582043	Bbub
OG0000005	102413873	Bbub
OG0000005	112582253	Bbub
OG0000005	112582126	Bbub
OG0000005	112582263	Bbub
OG0000005	102408442	Bbub
OG0000005	102393798	Bbub
OG0000005	102399771	Bbub
OG0000005	102176950	Chir
OG0000005	108635521	Chir
OG0000005	102190670	Chir
OG0000005	102178610	Chir
OG0000005	102178824	Chir
OG0000005	108634518	Chir
OG0000005	108634519	Chir
OG0000005	102177784	Chir
OG0000005	108634536	Chir
OG0000005	102187400	Chir
OG0000005	113888167	Hbin
OG0000005	113886693	Hbin
OG0000005	113886694	Hbin
OG0000005	113888165	Hbin
OG0000005	113886972	Hbin
OG0000005	113887317	Hbin
OG0000005	113886695	Hbin
OG0000005	113888161	Hbin
OG0000005	113887387	Hbin
OG0000005	113889180	Hbin
OG0000005	113889181	Hbin
OG0000005	113889376	Hbin
OG0000005	113889377	Hbin
OG0000005	113886691	Hbin
OG0000005	113886689	Hbin
OG0000005	113888162	Hbin
OG0000005	113888169	Hbin
OG0000005	113888840	Hbin
OG0000005	113888839	Hbin
OG0000005	113888173	Hbin
OG0000005	113888151	Hbin
OG0000005	113888158	Hbin
OG0000005	100336495	Hbta
OG0000005	112445139	Hbta
OG0000005	107132006	Hbta
OG0000005	527384	Hbta
OG0000005	508820	Hbta
OG0000005	100298021	Hbta
OG0000005	524050	Hbta
OG0000005	100299728	Hbta
OG0000005	112441479	Hbta
OG0000005	618806	Hbta
OG0000005	112445159	Hbta
OG0000005	112445095	Hbta
OG0000005	112445822	Hbta
OG0000005	531026	Hbta
OG0000005	785841	Hbta
OG0000005	107132001	Hbta
OG0000005	787822	Hbta
OG0000005	112445079	Hbta
OG0000005	112445597	Hbta
OG0000005	617695	Hbta
OG0000005	104976340	Hbta
OG0000005	525400	Hbta
OG0000005	100156285	Sscr
OG0000005	100513838	Sscr
OG0000005	100514940	Sscr
OG0000005	106504240	Sscr
OG0000005	110257715	Sscr
OG0000005	100513259	Sscr
OG0000005	110257698	Sscr
OG0000006	112577677	Bbub
OG0000006	112586987	Bbub
OG0000006	102411423	Bbub
OG0000006	106502295	Chir
OG0000006	102183231	Chir
OG0000006	102182966	Chir
OG0000006	102183505	Chir
OG0000006	113896357	Hbin
OG0000006	113896351	Hbin
OG0000006	113895965	Hbin
OG0000006	787445	Hbta
OG0000006	26648	Hsap
OG0000006	100511804	Sscr
OG0000006	110259022	Sscr
OG0000006	100521772	Sscr
OG0000006	100524668	Sscr
OG0000006	110258277	Sscr
OG0000006	110259636	Sscr
OG0000006	110258575	Sscr
OG0000006	110258459	Sscr
OG0000006	110258546	Sscr
OG0000006	100526096	Sscr
OG0000006	110259017	Sscr
OG0000006	100511983	Sscr
OG0000006	106508078	Sscr
OG0000006	110258547	Sscr
OG0000006	110259018	Sscr
OG0000006	110259179	Sscr
OG0000006	110259637	Sscr
OG0000006	100520888	Sscr
OG0000006	100512520	Sscr
OG0000006	100525032	Sscr
OG0000006	110259642	Sscr
OG0000006	110258305	Sscr
OG0000006	110259150	Sscr
OG0000006	110259019	Sscr
OG0000006	110258549	Sscr
OG0000006	110259180	Sscr
OG0000006	100520719	Sscr
OG0000006	106508085	Sscr
OG0000006	110259635	Sscr
OG0000006	110258657	Sscr
OG0000006	110259159	Sscr
OG0000006	110258460	Sscr
OG0000006	110259153	Sscr
OG0000006	110258683	Sscr
OG0000006	110258273	Sscr
OG0000006	110258577	Sscr
OG0000006	110259650	Sscr
OG0000006	110259646	Sscr
OG0000006	100521068	Sscr
OG0000006	106508080	Sscr
OG0000006	100522302	Sscr
OG0000006	110258478	Sscr
OG0000006	110258574	Sscr
OG0000006	110259160	Sscr
OG0000006	110259634	Sscr
OG0000006	110259175	Sscr
OG0000006	100523948	Sscr
OG0000006	110259176	Sscr
OG0000006	110258052	Sscr
OG0000006	110258462	Sscr
OG0000006	110258461	Sscr
OG0000006	110259178	Sscr
OG0000006	100524133	Sscr
OG0000006	110255244	Sscr
OG0000006	110259764	Sscr
OG0000006	100739368	Sscr
OG0000006	110259761	Sscr
OG0000006	396788	Sscr
OG0000006	110255323	Sscr
OG0000006	110259090	Sscr
OG0000006	110258570	Sscr
OG0000006	110259647	Sscr
OG0000006	396791	Sscr
OG0000006	110258685	Sscr
OG0000007	102403816	Bbub
OG0000007	102413313	Bbub
OG0000007	102407934	Bbub
OG0000007	102401858	Bbub
OG0000007	102404155	Bbub
OG0000007	102404482	Bbub
OG0000007	102410112	Bbub
OG0000007	102402188	Bbub
OG0000007	102400672	Bbub
OG0000007	102403062	Bbub
OG0000007	102413946	Bbub
OG0000007	102406612	Bbub
OG0000007	102411556	Bbub
OG0000007	102412987	Bbub
OG0000007	102410997	Bbub
OG0000007	102414501	Bbub
OG0000007	102410451	Bbub
OG0000007	102416495	Bbub
OG0000007	102415902	Bbub
OG0000007	102416551	Bbub
OG0000007	102402831	Bbub
OG0000007	102409935	Bbub
OG0000007	102411043	Bbub
OG0000007	112580336	Bbub
OG0000007	102413638	Bbub
OG0000007	112580337	Bbub
OG0000007	113875774	Hbin
OG0000007	113876046	Hbin
OG0000007	113889102	Hbin
OG0000007	113876042	Hbin
OG0000007	113876048	Hbin
OG0000007	113876025	Hbin
OG0000007	113876050	Hbin
OG0000007	113876030	Hbin
OG0000007	113876034	Hbin
OG0000007	113876036	Hbin
OG0000007	113876035	Hbin
OG0000007	113876033	Hbin
OG0000007	113876031	Hbin
OG0000007	113876040	Hbin
OG0000007	113876041	Hbin
OG0000007	113875821	Hbin
OG0000007	113889099	Hbin
OG0000007	113876037	Hbin
OG0000007	113889100	Hbin
OG0000007	113876029	Hbin
OG0000007	113876032	Hbin
OG0000007	113876027	Hbin
OG0000007	113889423	Hbin
OG0000007	113875820	Hbin
OG0000007	113889425	Hbin
OG0000007	113876462	Hbin
OG0000007	100300449	Hbta
OG0000007	506868	Hbta
OG0000007	515600	Hbta
OG0000007	101904722	Hbta
OG0000007	509649	Hbta
OG0000007	617141	Hbta
OG0000007	615600	Hbta
OG0000007	789418	Hbta
OG0000007	504861	Hbta
OG0000007	525820	Hbta
OG0000007	528332	Hbta
OG0000007	512219	Hbta
OG0000007	510904	Hbta
OG0000007	514552	Hbta
OG0000007	104968422	Hbta
OG0000007	788038	Hbta
OG0000007	112442378	Hbta
OG0000007	527385	Hbta
OG0000007	618873	Hbta
OG0000007	112442239	Hbta
OG0000007	528568	Hbta
OG0000008	102407869	Bbub
OG0000008	102408195	Bbub
OG0000008	112584413	Bbub
OG0000008	102416163	Bbub
OG0000008	102416114	Bbub
OG0000008	102415797	Bbub
OG0000008	102392469	Bbub
OG0000008	102391808	Bbub
OG0000008	102390810	Bbub
OG0000008	102390467	Bbub
OG0000008	102392138	Bbub
OG0000008	102404880	Bbub
OG0000008	102391485	Bbub
OG0000008	102174931	Chir
OG0000008	108633262	Chir
OG0000008	108635997	Chir
OG0000008	102175207	Chir
OG0000008	102176685	Chir
OG0000008	102182669	Chir
OG0000008	102182102	Chir
OG0000008	102183210	Chir
OG0000008	102175951	Chir
OG0000008	102176227	Chir
OG0000008	102182381	Chir
OG0000008	102172125	Chir
OG0000008	102177792	Chir
OG0000008	113893175	Hbin
OG0000008	113893174	Hbin
OG0000008	113893176	Hbin
OG0000008	113893173	Hbin
OG0000008	113893782	Hbin
OG0000008	113893184	Hbin
OG0000008	113893183	Hbin
OG0000008	113893182	Hbin
OG0000008	113893181	Hbin
OG0000008	113893785	Hbin
OG0000008	113893583	Hbin
OG0000008	113893581	Hbin
OG0000008	614456	Hbta
OG0000008	404115	Hbta
OG0000008	540546	Hbta
OG0000008	281268	Hbta
OG0000008	539683	Hbta
OG0000008	508202	Hbta
OG0000008	527819	Hbta
OG0000008	100301161	Hbta
OG0000008	786381	Hbta
OG0000008	407188	Hbta
OG0000008	100336907	Hbta
OG0000008	407189	Hbta
OG0000008	286887	Hsap
OG0000008	3854	Hsap
OG0000008	3853	Hsap
OG0000008	3852	Hsap
OG0000008	9119	Hsap
OG0000008	338785	Hsap
OG0000008	3851	Hsap
OG0000008	3848	Hsap
OG0000008	3849	Hsap
OG0000008	3850	Hsap
OG0000008	51350	Hsap
OG0000008	100737483	Sscr
OG0000008	110260665	Sscr
OG0000008	102164968	Sscr
OG0000008	100511564	Sscr
OG0000008	100525745	Sscr
OG0000008	100621351	Sscr
OG0000008	100152433	Sscr
OG0000008	100157675	Sscr
OG0000008	100049664	Sscr
OG0000008	100049665	Sscr
OG0000008	100157304	Sscr
OG0000008	100155249	Sscr
OG0000009	102413472	Bbub
OG0000009	102404748	Bbub
OG0000009	102410488	Bbub
OG0000009	112579591	Bbub
OG0000009	102412788	Bbub
OG0000009	102411491	Bbub
OG0000009	102410155	Bbub
OG0000009	102408851	Bbub
OG0000009	102409827	Bbub
OG0000009	102409489	Bbub
OG0000009	102407854	Bbub
OG0000009	102408527	Bbub
OG0000009	102408181	Bbub
OG0000009	112579590	Bbub
OG0000009	106502924	Chir
OG0000009	102188241	Chir
OG0000009	106501738	Chir
OG0000009	102187419	Chir
OG0000009	102174955	Chir
OG0000009	102189331	Chir
OG0000009	102189607	Chir
OG0000009	102188787	Chir
OG0000009	113905996	Hbin
OG0000009	113905989	Hbin
OG0000009	113904628	Hbin
OG0000009	113905990	Hbin
OG0000009	113904627	Hbin
OG0000009	113905994	Hbin
OG0000009	113904624	Hbin
OG0000009	113904633	Hbin
OG0000009	113904621	Hbin
OG0000009	113904622	Hbin
OG0000009	113905988	Hbin
OG0000009	113905986	Hbin
OG0000009	113904620	Hbin
OG0000009	113904618	Hbin
OG0000009	113904619	Hbin
OG0000009	113904623	Hbin
OG0000009	518442	Hbta
OG0000009	526857	Hbta
OG0000009	513948	Hbta
OG0000009	104968563	Hbta
OG0000009	509369	Hbta
OG0000009	784993	Hbta
OG0000009	104968576	Hbta
OG0000009	506652	Hbta
OG0000009	515862	Hbta
OG0000009	782698	Hbta
OG0000009	784623	Hbta
OG0000009	509710	Hbta
OG0000009	515045	Hbta
OG0000009	100301403	Hbta
OG0000009	784897	Hbta
OG0000009	219968	Hsap
OG0000009	441608	Hsap
OG0000009	390190	Hsap
OG0000009	219965	Hsap
OG0000009	390191	Hsap
OG0000009	106509345	Sscr
OG0000009	100511981	Sscr
OG0000009	106509347	Sscr
OG0000009	106509349	Sscr
OG0000009	100519009	Sscr
OG0000009	100511620	Sscr
OG0000009	100620388	Sscr
OG0000009	100620101	Sscr
OG0000009	106509346	Sscr
OG0000009	100623017	Sscr
OG0000009	100628183	Sscr
OG0000009	106504186	Sscr
OG0000010	112582231	Bbub
OG0000010	102400642	Bbub
OG0000010	112582241	Bbub
OG0000010	112582266	Bbub
OG0000010	102411299	Bbub
OG0000010	102413793	Bbub
OG0000010	112582224	Bbub
OG0000010	112582232	Bbub
OG0000010	102390884	Bbub
OG0000010	112582667	Bbub
OG0000010	112582296	Bbub
OG0000010	102413481	Bbub
OG0000010	102182781	Chir
OG0000010	108634310	Chir
OG0000010	102188670	Chir
OG0000010	108634902	Chir
OG0000010	102180477	Chir
OG0000010	108634995	Chir
OG0000010	108634311	Chir
OG0000010	102177971	Chir
OG0000010	102188937	Chir
OG0000010	102182303	Chir
OG0000010	108635211	Chir
OG0000010	108634309	Chir
OG0000010	108634646	Chir
OG0000010	108635372	Chir
OG0000010	108634996	Chir
OG0000010	113887959	Hbin
OG0000010	113889301	Hbin
OG0000010	113887600	Hbin
OG0000010	113887971	Hbin
OG0000010	113887974	Hbin
OG0000010	113887965	Hbin
OG0000010	113887972	Hbin
OG0000010	113887956	Hbin
OG0000010	113887977	Hbin
OG0000010	113887597	Hbin
OG0000010	113887980	Hbin
OG0000010	113887968	Hbin
OG0000010	113887962	Hbin
OG0000010	113887569	Hbin
OG0000010	113887969	Hbin
OG0000010	113887952	Hbin
OG0000010	113887599	Hbin
OG0000010	113887958	Hbin
OG0000010	113888125	Hbin
OG0000010	112445420	Hbta
OG0000010	112445803	Hbta
OG0000010	104976404	Hbta
OG0000010	618742	Hbta
OG0000010	100301416	Hbta
OG0000010	112445806	Hbta
OG0000010	618364	Hbta
OG0000010	616584	Hbta
OG0000010	100295823	Hbta
OG0000010	782592	Hbta
OG0000010	112445807	Hbta
OG0000010	104976400	Hbta
OG0000010	107132084	Hbta
OG0000010	618686	Hbta
OG0000010	789863	Hbta
OG0000010	782159	Hbta
OG0000010	615101	Hbta
OG0000010	100513448	Sscr
OG0000010	100514022	Sscr
OG0000011	102413407	Bbub
OG0000011	112579865	Bbub
OG0000011	102397197	Bbub
OG0000011	102414462	Bbub
OG0000011	102415619	Bbub
OG0000011	102399969	Bbub
OG0000011	102405836	Bbub
OG0000011	112584592	Bbub
OG0000011	102397626	Bbub
OG0000011	102405981	Bbub
