yourlist:M20210221A94466D2655679D1FD8953E075198DA8046206A	Entry
5087	Q53YC7
5090	P40426
5090	Q5JS98
5090	Q96AL5
1917	Q05639
1915	P68104
1915	Q6IPS9
56311	Q92527
56311	A0A140VJE5
4673	P55209
4673	A0A024RBB7
4673	B7Z2V4
4673	F5H4R6
4673	F8W543
4673	Q9H2B0
347487	Q5JRM2
168537	Q8NHV1
168537	A0A090N8P8
80168	Q3SYC2
403282	A6NJZ3
403282	A0A126GW71
390326	A6NM76
390326	A0A126GW16
390077	Q8NGI0
127059	A3KFT3
391196	Q8NG81
391196	A0A126GVZ1
127062	Q8NG83
127062	A0A126GV67
391194	Q96R28
391194	A0A126GWI7
26245	Q96R27
26245	A0A126GV73
390067	Q8NGJ2
106707243	Q6ZW62
50840	Q9NYV8
50838	Q9NYV9
259289	P59537
259290	P59538
259291	A0A0J9YXD8
259292	P59540
259293	P59541
259296	P59544
259294	P59542
259295	P59543
219431	Q8NH73
219431	A0A126GVG1
221357	Q7RTV2
2938	P08263
2938	A0A140VJK4
2938	B7Z1F9
2939	P09210
2939	A0A140VKE2
2939	A8K987
2940	Q16772
2940	Q5JW85
5266	P19957
728279	Q9BYT5
728279,81872	Q9BYU5
730755,85294	P0C7H8
730755,85294	Q9BYR9
116832	Q96EH5
6170	P62891
6261	P21817
6262	Q92736
6263	Q15413
6263	A0A0U1RRH1
1770	Q9NYC9
1770	Q99499
8632	Q9UFH2
8701	Q96DT5
8701	H9NAJ7
8701	H9NAJ8
8701	Q96NT7
55567	Q8TD57
55567	B4E1S1
201625	Q6ZR08
56171	Q8WXX0
2200	P35555
2201	P35556
84467	Q75N90
84467	A0A494C0D8
84467	A8KAY2
3708	Q14643
3708	A0A3B3ITU8
3708	A0A3F2YNW8
3708	B4DER3
3708	B4DGH1
3708	Q59H91
3709	Q14571
3710	Q14573
3710	A6H8K3
3710	Q59ES2
2316	P21333
2316	Q60FE5
2316	Q6NXF2
2318	Q14315
2318	Q59H94
2317	O75369
57572	Q96HP0
57572	B7Z9U8
85440	Q96N67
81704	Q8NF50
81704	E2J6M5
81704	E2J6M6
1108	Q14839
1108	F5GWX5
26038	Q8TDI0
1107	Q12873
1107	B3KWV4
1107	Q2TAZ1
5789	P23468
5789	Q2HXI4
5789	Q3KPI9
5789	Q59H90
5792	P10586
5792	G1UI20
5802	Q13332
5802	Q59FX6
5802	Q8NHS7
1793	Q14185
1793	A0A2X0U2H5
1793	B2RUU3
80005	Q9H7D0
80005	B9A015
80005	Q68DL4
1794	Q92608
1794	Q5XG91
9369	Q9HDB5
9369	Q9Y4C0
9369	A0A0U1RRJ0
9378	P58400
9378	Q9ULB1
9378	A0A0D9SEM5
9378	A0A0D9SEQ7
9378	A0A1D5RMU6
9378	E7EQN4
9378	E7ERL8
9378	H0Y568
9378	H7BYC7
9379	P58401
9379	Q9P2S2
9379	G5E9G7
22982	Q9Y2E4
22982	A0A0U1RQW6
22982	Q86XV3
23181	Q14689
23181	Q96NX2
57609	Q9P265
57609	Q7Z3H2
57609	Q96IB4
50488	Q8N4C8
9448	O95819
9448	B7Z3V5
9448	V9HWH3
23043	Q9UKE5
9497	Q9Y6M7
9497	B5M450
9497	E9PFN4
9498	Q2Y0W8
57282	Q6U841
57198	P98198
79895	Q8TF62
79895	Q6PG43
100101267	B4DDR5
100101267	B4DET5
9883	Q96HA1
2897	P39086
2897	B7Z256
2897	B7Z3V7
2897	E7ENK3
2897	E7EPY9
2897	E7EPZ0
2897	E9PD61
2898	Q13002
2898	A8K0H7
2898	Q8IY40
2899	Q13003
487	O14983
487	Q7Z675
489	Q93084
489	A8K9K1
488	P16615
488	A0A0S2Z3L2
3798	Q12840
3800	O60282
3800	Q59GB8
3799	P33176
3799	Q6P164
3799	V9HW29
152330	Q8IWV2
5067	Q9P232
27255	Q9UQ52
27255	A1LMA8
27255	B4DGV0
649	P13497
7093	Q9Y6L7
7092	O43897
7092	B7ZLW3
2047	P54762
2048	P29323
2048	B4DSE0
2048	Q4LE53
2048	Q6NVW1
2049	P54753
6543	Q9UPR5
6546	P32418
6546	Q4QQH3
6547	P57103
6547	B3KU59
1759	Q05193
1759	B4DK06
1759	B7ZAC0
1785	P50570
1785	Q8N1K8
26052	Q9UQ16
57113	Q9HCX4
7222	Q13507
7225	Q9Y210
3098	P19367
3098	A0A024QZK7
3098	A8K7J7
3098	B3KXY9
3098	P78542
3098	Q59FD4
3099	P52789
80201	Q2TB90
80201	B3KT70
23683	O94806
5587	Q15139
5587	F8WBA3
25865	Q9BZL6
5834	P11216
5837	P11217
5836	P06737
5146	P51160
5158	P35913
5158	B4DHV7
5145	P16499
5145	F1T0K3
1182	P51790
1182	B3KXK0
1183	P51793
1184	P51795
1184	A8K4H5
1184	B3KRR2
1184	V9GYG7
1004	P55285
1008	Q9Y6N8
1008	X5D8X5
1008	X5DNG6
1007	Q9ULB4
220032	Q6W3E5
2535	Q14332
2535	Q86UZ8
8321	Q9UP38
8324	O75084
6538	P48066
6539	P48065
6540	Q9NSD5
144402	Q86YQ8
151835	Q8IYJ1
57699	Q9HCH3
3936	P13796
3936	A0A024RDT4
5358	P13797
5358	B4DPW9
5357	Q14651
2868	P32298
2869	P34947
2870	P43250
2870	B3KPS5
7086	P29401
7086	A0A0B4J1R6
7086	V9HWD9
8277	P51854
8277	B7Z7I0
84076	Q9H0I9
84076	A0A140VKC2
3038	O00219
3038	Q96RV2
3037	Q92819
4478	P26038
4478	V9HWC0
5962	P35241
5962	B0YJ88
5962	Q6PKD3
7430	P15311
246213	Q8NDX2
57030	Q9P2U7
57084	Q9P2U8
5058	Q13153
5058	A0A024R5P0
5063	O75914
5063	B2RCU6
5062	Q13177
5062	A8K5M4
7003	P28347
7003	Q59EF3
7004	Q15561
7005	Q99594
2534	P06241
6714	P12931
7525	P07947
216	P00352
216	V9HW83
8854	O94788
220	P47895
220	A0A024RC95
220	H0Y2X5
220	Q7Z3A2
100130361,100132994	A8MYA2
101059915	A0A1B0GWI6
5532	P16298
5532	B7Z781
5530	Q08209
5530	A0A0S2Z4B5
5530	A0A0S2Z4C6
5533	P48454
2560	P18505
2560	X5DNL6
2561	P47870
2562	P28472
2562	B2RCW8
2562	X5DQY4
10000	Q9Y243
10000	A0A5F9ZHU3
207	P31749
207	B0LPE5
207	B3KVH4
208	P31751
208	B4DG79
4086	Q15797
4090	Q99717
4090	Q68DB7
4093	O15198
4093	A0A024RDR3
5599	P45983
5599	A1L4K2
5602	P53779
5602	A0A1P0B7D2
5602	A0A286YEQ7
5602	A0A286YES0
5602	A0A286YF02
5602	A0A286YF97
5602	A0A286YFD7
5602	A0A286YFN2
5602	D6RCB1
5602	D6RJF9
5602	F8W9R5
5602	I6L9F3
5602	Q499Y8
5601	P45984
5601	D7R525
5601	D7R526
1455	P78368
1456	Q9Y6M4
53944	Q9HCP0
53944	A0A024R5W3
53944	Q8IXA3
53944	U3KQB3
9265	O43739
9266	Q99418
9267	Q15438
9267	B7Z9W0
2023	P06733
2023	A0A024R4F1
2026	P09104
2026	Q6FHV6
2027	P13929
7881	Q14722
7881	B7Z435
7881	B7Z8E5
7881	F8W6W4
7881	Q5MJQ3
8514	Q13303
8514	A1PR14
8514	B2R776
9196	O43448
1993	Q12926
1993	A0A0A0MRX1
1996	P26378
1996	A0A0R4J2E6
1996	A0A494C0F8
1996	A0A494C0M6
1996	A0A494C147
1996	B1APY9
1995	Q14576
347541	Q9BZ81
2767	P29992
2776	P50148
2776	A0A024R240
9630	O95837
2770	P63096
2773	P08754
2771	P04899
2771	B3KP24
2771	B3KX51
2779	P11488
2779	A1LQ23
2780	P19087
2780	Q5T697
346562	A8MTJ3
4992	O43749
5499	P62136
5499	A0A140VJS9
5500	P62140
5500	V9HW04
5501	P36873
5501	A0A024RBP2
116969	Q96L15
221823	P21108
5631	P60891
5631	B7ZB02
5634	P11908
5634	A0A140VK41
100527949	A0A087WTJ2
55340	Q96F15
55340	A0A090N8P9
286362	Q8NGT0
138799	Q8NGS8
392376	Q8NGS9
392376	A0A126GWR7
283189	Q8NGQ1
6477	Q8IUQ4
3123	P01911
3123	A0A224MM52
3123	D7RIH8
3123	Q5Y7D1
3123	X5DNQ0
3125	P79483
3125	A0A4D6G1L1
3126	P13762
3126	X5D2U9
3127	Q30154
3127	A0A2Z4LKS3
3115	P04440
3115	I4EC15
10477	Q969T4
10477	R4GNG6
7325	Q96LR5
7324	P51965
7324	A0A024R2K3
7324	B7Z306
10398	P24844
10398	A0A384NY64
10627	P19105
10627	J3QRS3
10627,103910	O14950
140735	Q96FJ2
8655	P63167
8655	Q6FGH9
1048	P06731
1048	A0A024R0K5
1048	Q53G30
634	P13688
634	Q3KRG8
4680	P40199
1088	P31997
1088	B4DLI3
1088	Q0Z7S6
440533	Q9UQ74
5672	Q00888
5672	B3KQL2
5672	Q6P520
5672	Q96QL5
5678	Q00887
5678	B4DTI5
5678	E7EW65
5678	G3XAA7
5678	M0R0E4
5678	M0R0U8
5678	Q05DN5
5678	Q13178
5676	Q13046
5676	A0A096LNM5
5675	Q00889
5669	P11464
5669	G5E9F7
5669	O75238
5670	P11465
5670	A0A024R0M4
5680	Q9UQ72
5671	Q16557
5673	Q15238
5673	A0A024R0S1
1087	Q14002
1084	P40198
1089	O75871
90273	Q3KPI0
90273	A0A0B4J1W4
90273	A0A0G2JSC8
6476	P14410
8972	O43451
8972	E7ER45
93432	Q2M2H8
6710	P11277
6712	O15020
6711	Q01082
6711	B2ZZ89
100293534,721	P0C0L5
721,720	P0C0L4
316	Q06278
10396	Q9Y2Q0
51761	Q9NTI2
51761	B7Z880
51761	Q6ZU25
3681	Q13349
3681	Q59H14
3687	P20702
3687	H3BN02
3684	P11215
7088	Q04724
7088	B4DEF9
7088	Q59EF7
7091	Q04727
7090	Q04726
7090	B3KUA2
7090	H0YL70
7090	Q6PRX3
4057	P02788
4057	B3KSL2
4057	E7ER44
4057	Q2TUW9
4057	V9HWI4
7018	P02787
7018	A0PJA6
7018	Q06AH7
1066	P23141
7626	P51815
7626	Q86TD5
5019	P55809
5019	A0A024R040
64064	Q9BYC2
276	Q6NSB3
276,278,277	P0DTE7
276,278,277	P0DTE8
276,278,277	P0DUB6
279	P04746
279	Q53F26
280	P19961
3887	Q14533
3892	O43790
3892	A8K872
3889	P78385
3891	P78386
3891	B7Z7N3
3891	F5GYI5
390940	A6NC86
10325	Q5VZM2
10670	Q7L523
338674	O95221
254973	Q8NGR5
392390	Q8NGR2
392390	A0A0C4DFP2
26476	P30954
26476	A0A126GWQ9
26693	Q8NHB1
285659	Q96R30
81300	Q8NGL7
10249	Q6IB77
10249	A0A384P5E3
10257	O15439
10257	A8K2Q2
5644	P07477
5645	P07478
5645	A6XMV9
5645	Q5NV56
5645	Q6PK75
5646	P35030
5646	Q7Z5F4
140801	Q96L21
6134	P27635
6134	A0A087WV22
6134	X5D2T3
2919	P09341
2920	P19875
2920	A0A024RDD9
2921	P19876
1350	P15954
100132247	A8MRT5
100132247	B4E0Y1
613037	A6NJU9
100288332	E9PKD4
101059938,101059953	E9PJI5
101059938,101059953	P0DM63
642778	F8WFD2
642778	E9PNV8
9284,642799	Q9UND3
642799	A0A0B4J2F6
642778,642799	O15103
100507607	F8W1W9
728734	E9PQR5
728741	E9PJ23
728741	B2RXF8
728741	E9PS57
440348	A6NHN6
100287399	H3BUK9
100287399	Q495V5
100996331	A0A0A6YYL3
102723502	A0A0G2JMU2
102723502	A0A0G2JQB7
102724631	A0JP26
102724631	A0A0C4DH93
100288966,317754	Q86YR6
388468	B2RU33
23784	Q6S545
404785	Q6S5H5
641455	A6NI47
445582	Q6S8J3
728378	A5A3E0
653269	P0CG38
653781	P0CG39
340441	Q6S8J7
114788	Q7Z407
114784	Q7Z408
64478	Q96PZ7
64478	Q59FF8
23324	Q9Y2E5
23324	B7Z754
23324	E9PCD7
57223	Q5MIZ7
55671	Q6IN85
55671	A0A024R6M2
55671	Q8N6W1
10781	Q14584
10781	A0A024R7B6
10781	A0A3F2YPB8
54811	Q6V9R5
54811	A0A024R7A3
54811	B4DMG0
54811	B4DZP9
54811	B4E2P7
54811	K7EIE6
93134	Q8N587
93134	A8KAD9
79088	Q9BUY5
79088	A0A024R7D7
79088	K7EME3
79088	K7ER43
79088	Q59EH4
147741	Q96MR9
197320	Q96MU6
197320	A0A0A0MSW5
7675	P58317
84527	Q9BR84
84527	A0A024R7B5
84527	A0A0A0MTS4
84527	A0A0A0MTT2
84527	B3KPL8
84527	B4DP29
84527	Q3LIC1
239	P18054
246	P16050
107987478,107987479	Q38LG2
1565	P10635
1565	C1ID52
1565	Q5Y7H2
1564	A0A087X1C5
54575	Q9HAW8
54575	Q5DT02
54576	Q9HAW9
54576	Q5DSZ6
54577	Q9HAW7
54577	Q5DSZ7
54600	O60656
54600	Q5DSZ5
54578	P19224
54578	Q5DSZ8
54579	P35504
54579	Q5DSZ9
54657	P22310
54659	P35503
54578,54659	Q5DT01
54658	P22309
54658	Q5DT03
1579	Q02928
284541	Q5TCH4
284541	A0A087WZX9
284541	A5PKT5
284541	A5PL05
284541	Q5TCH5
948	P16671
948	A4D1B1
948	B7Z6C3
948	E9PLT1
200909	Q70Z44
200909	F6WC43
285242	A5X5Y0
170572	Q8WXA8
3384	P13598
3384	Q6FHE2
120775	Q8NGH3
9212	Q96GD4
6795	Q9UQB9
143502	Q8NH67
390037	Q8NGK6
127068	Q8NGX1
343173	Q8NH03
343173	A0A126GVW5
144124	Q9H207
144124	A0A126GWR0
341276	Q9H208
283110	P0C646
219428	Q8NGL9
2350	P14207
2352	P41439
2348	P15328
2348	A0A024R5H1
759	P00915
759	V9HWE3
541578	Q96DE9
541578	Q5HY62
91966	Q8TE69
3208	P84074
3241	P37235
3241	O75544
3241	Q6FGY1
5879	P63000
5879	A4D2P0
5879	A4D2P1
5881	P60763
5880	P15153
5880	A0A024R1P2
5880	V9H0H7
377	P61204
377	A0A024R0Y6
9235	P24001
338324	Q86SG5
6278	P31151
6706	Q9BYE4
6700	P35326
6701	P35325
6703	P22532
6704	P22531
6705	Q96RM1
100132406	A0A075B762
25832	A0A087WZJ2
100288142	P0DPF2
284565	Q8N660
284565	B4DRP3
400818	P0DPF3
400818	B4DG53
149013	Q5TAG4
200030	Q86T75
55672	Q3BBV0
148545	Q96M43
148545	A0A087WVM6
148545	B7ZAX3
653149	Q5VWK0
343505	P0C2Y1
84224	Q9H094
101060321	Q6DHY5
414059	A6NDS4
729877	P0C7X1
101060376	B9A6J9
102724862	A0A087WXS9
101060389	A0A087WVF3
101060351	A0A087X1G2
101060321,414060,729873	Q6IPX1
414060,729873	Q8IZP1
102723859	A0A087X179
84218	A6NER0
9098	P35125
254272	Q2M2D7
353149	Q86UD7
100293516	E7ETH6
79818	Q9H707
79818	B7Z1H1
730051	B7Z6K7
147686	Q8TF45
147686	B7Z1P3
147686	B7Z993
147686	J3KQR4
147686	M0QX82
147687	Q8TAU3
147687	M0R230
84914	Q96SQ5
284309	Q68DI1
284309	B2RN90
284309	B4DSC6
10172	Q9Y2P7
7710	Q13106
7710	A0A024R4Q0
10520	Q13398
10520	A0A0A0MTK1
284306	Q8IVP9
388567	O43361
388567	A0A024R4P6
7565	P17021
348327	Q6P9A1
90233	Q7Z340
55659	Q9BWM5
140453	Q685J3
10071	Q9UKN1
4584	Q02505
4584	Q9H3Q6
3075	P08603
3075	A0A024R962
3075	A0A0D9SG88
23708	Q8IYD1
2935	P15170
2935	B2RCT6
2935	Q7KZX8
2710	P32189
2710	B4DH54
2712	Q14410
2712	A0A140VKG0
4128	P21397
4128	Q49A63
4128	Q53YE7
4129	P27338
4129	B7Z242
4179	P15529
11145	P53816
11145	A0A024R561
54979	Q9NWW9
5920	Q9UL19
128367	Q8NGY0
128367	A0A126GWA4
26212	P58173
26212	A0A126GW55
81697	Q9GZK3
81697	A0A126GWD0
343171	Q7Z3T1
341152	A6NND4
341152	A0A126GWB1
26339	Q8NHB7
26339	A0A126GWC1
402135	Q8NHB8
402135	A0A126GVB4
403277	A6NET4
403278	A6NMS3
26692	Q9Y3N9
26692	A0A126GVA1
442184	O76000
442184	A0A126GV76
23430	Q9BZJ3
64499	A0A140VJT7
64499,7177	P20231
7177	Q15661
25823	Q9NRR2
100131439	Q6UXZ3
146722	Q8TDQ1
146722	B4DQD2
146722	J3KS52
1504	P17538
440387	Q6GPI1
51121	Q9UNX3
6154	P61254
5320	P14555
5320	A0A024RA96
6613	P61956
6613	A0A024R8S3
387082	Q6EEV6
6612	P55854
26167	Q9Y5E4
26167	Q59FR6
56130	Q9Y5E3
56130	A0A096LNH7
56130	B4DSB6
56131	Q9Y5E5
56132	Q9Y5E6
56121	Q9Y5E8
56121	B2R708
56123	Q9Y5F0
56128	Q9UN66
57717	Q9NRJ7
56122	Q9Y5E9
56124	Q9Y5F1
56125	Q9Y5F2
56126	Q9UN67
56127	Q9Y5E1
56127	Q59H00
56129	Q9Y5E2
56133	Q9Y5E7
56133	Q4KMG6
23095	O60333
547	Q12756
547	A0A3B3IT28
547	A0A3B3ITE5
547	A0A3B3IU40
1953	O75095
51347	Q9H2K8
51347	G3V1Q8
57551	Q7L7X3
57551	A0A024QZ70
124602	Q2TAC6
168400	Q86TM3
55510	Q9NXZ2
158880	Q70EK9
389856	A6NNY8
23326	Q9UPT9
11085	Q9UKF2
11085	Q8TBZ7
5518	P30153
5518	A8K7B7
5519	P30154
5042	Q9H361
5042	Q5VX58
26986	P11940
26986	A0A024R9C1
8761	Q13310
6907	O60907
6907	A0A024RBV9
90665	Q9BQ87
90665	A0A024R189
79718	Q9BZK7
100996648	Q5H9J9
6954	Q8WWU5
6954	B7ZAT8
912	P15813
912	A0A669KAZ2
912	A0A669KB34
3187	P31943
3187	A0A384MEJ3
3188	P55795
3188	A0A384MDT2
122622	Q8N142
122622	B3KTV4
159	P30520
159	A0A024R5Q7
100288695,96626	P0CW19
100288695,96626	P0CW20
3987	P48059
55679	Q7Z4I7
55679	A0A024RAH1
55679	B3KNZ3
57180	Q9P1U1
57180	Q59GD5
653857	Q9C0K3
10096	P61158
10096	A0A024RAI1
10096	B4DXW1
124	P07327
125	P00325
125	D6RHZ6
125	V9HW50
126	P00326
131	P40394
55303	Q9NUV9
55303	A0A090N7X0
26595	Q96RD0
26595	A0A126GVQ4
390271	Q8NGG8
121275	Q8NGE0
911	P29017
909	P06126
8519	P13164
8519	A0A024R210
219437	Q8NGL2
219437	A0A126GVL0
26338	Q8NGL0
50839	Q9NYW0
23519	O95626
23520	O43423
8125	P39687
8125	A0A384P5U2
10541	Q92688
140683	Q96DR5
140683	A8K739
347517	Q5JT25
51560	Q9NRW1
5870	P20340
5870	A0A024R5H8
5870	A0A024R5J5
5870	Q53ET8
150786	Q53S08
84084	Q9H0N0
282618	Q8IU54
282616	Q8IZJ0
282617	Q8IZI9
282617	A0A0C4DGW8
474382	P0C5Y9
474381,83740	P0C5Z0
1178	Q05315
148003	A8MUM7
29124	Q9UHV8
56891	Q8TCE9
10578	P22749
10578	B4E3H9
399668,644596	P0DMW4
399668,644596	P0DMW5
644538	Q96HG1
728395	P0CV99
728395	A6NEC3
100289087,728137	P0CV98
100289087,728137	P0CW01
100289087,728137	F2Z2I4
728403	P0CW00
728403	A6NGL4
64591	A6NKD2
64591	A6NGT6
100289087,728137,7258	Q01534
7258	A4FUW6
26071	Q9BWD3
441518	Q17RB0
8933	A6ZKI3
100507170,255313,653282,728042,728049,728062,728072,728075,728082,728090,728096,728036	Q5JQC4
643311	P0C2W7
100008586,645073	P0CL80
100008586,645073	P0CL81
100008586,645073	P0CL82
100008586,645073,729428	O76087
729428,100132399,729422,729431	A1L429
729442	A6NDE8
2543	P0DTW1
2543	A0A158RFV5
645051	Q4V321
729447	Q6NT46
170626	Q8WTP9
9502	Q96GT9
9502	A0A024R2A6
1767	Q8TE73
1769	Q96JB1
1769	A0A075B6F3
1769	Q8IU65
4035	Q07954
4035	Q59FG2
53353	Q9NZR2
10129	Q5TBA9
285527	O94915
285527	B3KXG5
285527	Q6ZR29
285190	Q7Z3J3
653489	A6NKT7
400966	P0DJD0
729857	P0DJD1
729857	B4DYH0
727851	O14715
727851	F8W705
84220,729540	Q99666
84220,729540	V9HWE4
5903	P49792
773	O00555
773	A0A087WW63
773	B5TYJ1
773	Q9NS89
774	Q00975
10343	Q9NTG1
161436	Q05BV3
400954	Q6ZMW3
6305	O95248
81846	Q86WG5
81846	A0A6Q8PH87
4040	O75581
91355	A4QPB2
4041	O75197
2	P01023
643854	A4FU28
100142659	P0CG41
100128553,100142659	Q8IX94
340307	Q86UF2
441294	A4D2H0
64693	Q96RT6
64693	Q8NEG8
4253	Q96PC5
4253	Q4G155
4253	Q59FD2
285679	A6NFR6
286234	Q6ZUB1
26165	Q8IWB4
727905	Q5VU36
727830	Q5VYP0
647060	B4DYR9
389730	Q5VVP1
441452	P0DKV0
645961	B4DYI2
645961	Q9Y4N5
5255	P46020
5256	P46019
23250	P98196
23250	E9PEJ6
23250	Q659C3
23250	Q6PJ25
286410	Q8NB49
22981	Q9Y2I6
10794	Q14592
125919	Q08ER8
390980	Q5CZA5
9422	O43296
4967	Q02218
4967	A0A140VJQ5
4967	B4E3E9
4967	E9PCR7
55753	Q9ULD0
1179	A8K7I4
22802	Q14CN2
374308	Q3KNS1
8451	Q13619
8451	A0A0A0MR50
8450	Q13620
8450	K4DI93
203522	Q5JSJ4
26512	Q9UL03
26512	A0A024RDU0
26512	B3KQH5
79649	Q8IWC1
1258	Q14028
54714	Q9NQW8
64750	Q9HAU4
64750	Q96DE7
57154	Q9HCE7
10914	P51003
10914	A0A024R6J7
10914	A0A024R6M3
10914	A0A0C4DGK1
56903	Q9NRJ5
56903	A4D1Z6
8748	O43506
8748	A0A494C0E3
8747	Q9UKJ8
55958	Q9P2J3
55958	Q58EZ4
90293	Q9P2N7
90293	B7ZB44
90293	Q96HC9
3614	P20839
3614	B3KRZ3
3614	Q6ZNB1
3615	P12268
3615	A0A384N6C2
329	Q13490
330	Q13489
414	P51689
414	A0A140VK06
415	P51690
415	A0A5F9ZHX8
415	A1L484
415	B7Z1M0
415	B7Z6V4
415	F5GYY5
415	F5H324
54879	Q8TDW4
7982	Q9NRC1
7982	X5DRA0
4891	P49281
4891	A0A0X8GKR4
1543	P04798
1543	A0N0X8
1543	E7EMT5
1544	P05177
102800317	B3KRV2
102800317,1454	P49674
102800317,1454	Q5U045
1453	P48730
3898	O00515
390245	B2RXH2
55693	Q6B0I6
474383,474384,8263	P23610
1159,548596	P12532
1160	P17540
1160	A0A024RAK5
1973	P60842
1974	Q14240
100996928	A0A0A6YYJ8
51631	Q9Y383
55692	Q9NQ29
55692	A8MYV2
55692	D3DU41
55692	Q1W6G4
1457	P68400
283106	Q8NEV1
1459	P19784
8685	Q9UEW3
8685	Q4ZG40
100526737	A0A0A6YYI9
5936	Q9BWF3
83759	Q9BQ04
83759	E9PLB0
3939	P00338
3939	V9HWB9
3945	P07195
3945	A0A5F9ZHM4
3945	Q5U077
139604	A2A368
5567	P22694
5567	A0A087WVC4
5567	B1APF9
5567	B1APG3
5567	B2RB89
5567	B7ZA00
5566	P17612
5566	A0A024R7J0
5566	A8K8B9
5568	P22612
10966	Q12829
142684	Q8WXH6
282808	P0C0E4
57799	Q96S21
51451	Q9UIC8
440153	B2RN74
81061	Q8NG94
79334	Q8NH07
81127	Q8NH41
391114	Q8NGY3
391114	A0A0C4DFU5
126370	O60431
119774	Q8NGK3
119774	A0A126GVK8
390036	Q8NGK4
390036	A0A126GVF2
282775	Q8NH18
282775	A0A126GVP0
390058	Q9H340
79345	Q9Y5P1
79345	A0A126GWB2
282763	Q9H339
282763	Q05CQ2
79339	Q9Y5P0
5515	P67775
5515	B3KUN1
5516	P62714
5516	A0A140VJS0
29990	Q9UKJ0
29992	Q9UKJ1
3553	P01584
5906	P62834
5906	A8KAH9
5908	P61224
5908	A0A024RB87
5908	B7ZAY2
2512	P02792
2512	A0A384MDR3
1418	P11844
1418	A0A0S2A4T3
6144	P46778
6144	Q6IAX2
4831	F6XY72
4831	Q6FHN3
4831,654364	P22392
4830	P15531
4830	A0A384MTW7
4116	P61326
55110	Q96A72
55110	A0A023T6R1
55110	F5H6P7
10209	P41567
10209	Q6IAV3
10289	O60739
10289	Q6FG85
389203	Q8N5G0
414062,6349	P16619
6348	P10147
6348	A0N0R1
6362	P55774
100289462,1673	O15263
120146	A6NGJ6
642446	A6NI03
646754	A6NLI5
129868	Q96BQ3
653192	A6NCK2
283116	A6NDI0
57093	P0CI25
57093	E9PK69
642612	P0CI26
399939,729384	C9J1S8
79097	Q8IWZ4
84767	Q9BSJ1
3439	L0N195
3439,3447	P01562
3447	A0A087WWS6
3440	P01563
3443	P05013
3445	P32881
3442	P01569
3441	P05014
3444	P01567
3446	P01566
3451	P01571
3452	P01568
3449	P05015
3448	P01570
23499	Q9UPN3
23499	Q6ZSD7
667	Q03001
667	B4DGY0
667	B4DSS9
667	E9PHM6
667	F6QMI7
667	Q6P0N6
120114	Q8TDW7
2195	Q14517
7204	O75962
8997	O60229
8997	C9IZQ6
1657	Q9Y485
1657	B2RWN7
1657	F1T0K4
1657	F5H269
23312	Q8TDJ6
23312	A0A024R5V2
26960	Q8NFP9
26960	B3KXQ8
26960	Q5T321
987	P50851
7094	Q9Y490
83660	Q9Y4G6
6708	P02549
6709	Q13813
6709	A0A384P5S9
31	Q13085
31	A0A024R0Y2
31	Q7Z5W8
32	O00763
4647	Q13402
4648	Q6PIF6
116931	Q86YW9
116931	B3KXY0
9968	Q93074
221935	Q7Z5N4
54549	Q58EX2
26509	Q9NZM1
8291	O75923
1826	O60469
57453	Q8TD84
57453	A0A384DVL8
139818	Q5JSL3
23348	Q9BZ29
23348	A0A0A0MT38
23348	A6H8Z6
23348	B3KXE2
23348	B7Z2G6
23348	B9EG73
1795	Q8IZD9
9732	Q8N1I0
25938	Q86XA9
25938	F5H619
54497	Q9P2D3
56999	Q9P2N4
80070	P59510
4644	Q9Y4I1
4644	A8CDT9
4644	Q9UES4
4645	Q9ULV0
4645	Q7Z7A5
10564	Q9Y6D5
10564	Q59FR3
10564	Q86TH5
10565	Q9Y6D6
10565	A0A024R7X0
8476	Q5VT25
9578	Q9Y5S2
9578	A0A024R6N2
9578	Q86XZ8
57580	Q8TCU6
80243	Q70Z35
146779	Q8N7B9
10497	O14795
10497	Q4LE73
23025	Q9UPW8
23046	O75037
23046	Q2UVF0
55605	Q7Z4S6
51735	Q8TEU7
51735	B2RTU6
9693	Q9Y4G8
10788	Q13576
10788	B7Z7U6
10788	B7Z7X2
10788	Q59HA3
8826	P46940
8826	A0A024RC65
6595	P51531
6595	B1ALF6
6595	B4DNT1
6595	B4DSC8
6595	F6T8Q0
6595	F6VDE0
6595	Q56A76
6595	Q8N9Q1
6597	P51532
6597	A7E2E1
6597	B3KNW7
6597	Q9HBD4
7153	P11388
7155	Q02880
7155	Q59H80
10060	O60706
10060	A0A024RAV7
6833	Q09428
6585	O75093
6585	A6H8V1
9353	O94813
23122	O75122
23122	E3W994
23122	E7ERI8
23332	Q7Z460
55757	Q9NYU1
55757	Q05D90
56886	Q9NYU2
50506	Q9NRD8
53905	Q9NRD9
4363	P33527
8714	O15438
8714	Q86VN9
23262	O43314
23262	A0A087WZV0
23262	B4DGV1
9677	Q6PFW1
9677	B7WPL9
22859	O94910
23266	O95490
23266	A0A6I8PTT2
8618	Q9ULU8
8618	F1T0E5
93664	Q86UW7
93664	B7ZM57
93664	X5DNG0
170690	Q8TE57
170690	Q2XQZ0
170692	Q8TE60
170692	Q2VYF7
170692	Q6ZN25
23191	Q7L576
26999	Q96F07
26999	B7Z8N7
26999	E7EVJ5
389840	Q6ZN16
4217	Q99683
